SKU,Barcode,Name,Price
702,8999999036638,Jabon Barra Velvet Jasmine Lux 1unidad,0
703,8999999036607,Jabon Barra Soft Rose Lux 1unidad,0
704,7891150034075,Jabon Barra Cuidado Indulgente Leche de coco Dove 90g,1200
705,7891024113684,Jabon Barra Aloe Protex 125g,900
706,7891024028575,Jabon Barra Nutri Protect Protex 125g,0
707,7791293020099,Jabon Barra Aceite de Almendras LeSancy 90g,950
708,3600523817481,Anti encrespamiento para el pelo Elvive Loreal 100ml,0
709,7805633015048,Quita Esmalte Limon Spring Natural 110ml,1500
710,7501058769541,Crema depilatoria piel sensible Veet 150ml,8500
711,7441008154600,Tampones con Aplicador Kotex 8tampones,2900
712,7790520996329,Aerosol repelente de insectos OFF! 170cc,4900
713,7790520012258,Repuesto auto sport Glade SCJohnson 7ml,5500
714,7509546000985,Pasta de dientes Triple accion Colgate 75ml,1300
715,8850006932360,Pasta de dientes Triple accion tailandesa Colgate 180g,2200
716,7805000180874,Pasta de dientes Xtra whitening Pepsodent 90g,1300
717,7500435202732,Acondicionador Dermo Revitalización y Suavidad Head&Shoulders 300ml,4200
718,7500435147583,Acondicionador Dermo Hidratación Head&Shoulders 300ml,4200
719,7804945063365,Acondicionador Moringa Familand 750ml,0
720,7804945063662,Acondicionador Coco-Argan Familand 750ml,0
721,7804945063648,Acondicionador Arandano Maqui Familand 750ml,0
722,7804945063563,Acondicionador Manzana Papaya Familand 750ml,0
723,7891150055230,Acondicionador Nutricion Oleo-Micelar Dove 400ml,0
724,7891150017337,Acondicionador Oleo Nutricion Dove 400ml,0
725,7804945062412,Shampoo aceite de coco y argan Oleo Nutritivo Familand 750ml,1900
726,7804945062542,Shampoo Quillay y tea tree oil Anticaspa Natural Familand 750ml,1900
727,7804945062399,Shampoo Bambu Cannabis Oleo Fortificante Familand 750ml,1900
728,7804945062658,Shampoo Hialuronico Protectos del color Familand 750ml,1900
729,7804945062320,Shampoo Moringa Détox Familand 750ml,1900
730,7791293047676,Acondicionador Bomba Argan Sedal 340ml,2400
731,7791293046402,Shampoo Colageno vitamina C Sedal 340ml,2400
732,7791293045962,Acondicionador Restauración instantánea Sedal 340ml,2400
733,7791293047881,Shampoo bomba coco Sedal 340ml,2400
734,7791293045979,Acondicionador Rizos Definidos Sedal 340ml,2400
735,7702006404013,Shampoo Celulas madre vegetales Sedal 340ml,2400
736,7791293046372,Shampoo Hialuronico  vitamina A Sedal 340ml,2400
737,7500435020299,Acondicionador Fuerza&Reconstruccion Pantene 400ml,3800
738,7501001164645,Shampoo Rizos Definidos Pantene 400ml,3800
739,7501006721317,Acondicionador Restauración Pantene 400ml,3800
740,7501007457826,Acondicionador Brillo Extremo Pantene 400ml,3800
741,7500435020244,Shampoo Fuerza&Reconstruccion Pantene 400ml,3800
742,7506309840581,Acondicionador Hidratación Extrema Pantene 400ml,3800
743,7501001303464,Shampoo Control Caida Pantene 400ml,3800
744,7501001165253,Acondicionador Liso Extremo Pantene 400ml,3800
745,76171103123,Aromatizante Arbolito Strawberry Little Trees 1uni,1000
746,76171101891,Aromatizante Arbolito New Car Scent Little Trees 1uni,1000
747,76171103178,Aromatizante Arbolito Coconut Little Trees 1uni,1000
748,76171102904,Aromatizante Arbolito Leather Little Trees 1uni,1000
749,76171103482,Aromatizante Arbolito Bubblegum Little Trees 1uni,1000
750,76171101556,Aromatizante Arbolito BlackIce Little Trees 1uni,1000
751,76171101013,Aromatizante Arbolito Royal Pine Little Trees 1uni,1000
752,76171109675,Aromatizante Arbolito Pila Colada Little Trees 1uni,1000
753,76171173089,Aromatizante Arbolito Rose Thorn Little Trees 1uni,1000
754,7806500172116,Pañuelo Elite 10unidades,300
755,7804920008169,Shampoo en bolsita Ondas y Rizos Ballerina 50ml,400
756,7804920008152,Shampoo en bolsita Delicado y Natural hipoalergernico Ballerina 50ml,400
757,7702626204208,Bolsita Detergente en polvo Oxi Action Vanish 30g,750
758,7702626204642,Bolsita Detergente en polvo ropa blanc Vanish 30g,750
759,5011435631054,Repuesto universal de encendedor a gas Ronson 300ml,4500
760,7790520029522,Aerosol Aromatizante Frescura Salvaje Glade SCJohnson 309.6g,2800
761,7790520019868,Gel Aromatizante Limon Refrescante Glade SCJohnson 70g,1800
762,7790520990884,Gel Aromatizante Placer Floral y Frutos Rojos Glade SCJohnson 70g,1800
763,7790520019820,Gel auto Aromatizante Acqua Glade SCJohnson 70g,1800
764,7790520019844,Gel Auto Aromatizante Lavanda marina Glade SCJohnson 70g,1800
765,7790520996541,Toallita desinfectante Lysoform 36unidades,2500
766,7804603541433,Toallitas desmaquillantes Hipoalergenico Emuline 25unidades,1500
767,7804603541419,"Toallitas Humedas Aceite emu, aloe vera y manzanilla EmuBaby 160unidades",1800
768,5011435624582,Encendedor Economico Ronson 1unidad,400
769,3086123646278,Encendedor Bic 1unidad,1200
770,7802200135864,Gomita Frutillas a la crema Ambrosoli 25g,250
771,7802200135765,Gomitas Ambrosito Ambrosoli 25g,250
772,7802200139664,Gomitas Caliptus Ambrosoli,250
773,7802200135413,Gomitas Loop Ambrosoli 25g,250
774,7802200135734,Gomitas Flippy Ambrosoli 25g,250
775,7802200135741,Gomitas Amberries Ambrosoli 25g,250
776,7802200130760,Gomitas Sandia Ambrosoli 25g,250
777,7802200132696,Mentitas Ambrosoli 25g,400
778,7802200133426,Full Limon Ambrosoli 27g,450
779,25,Sustancia,250
780,7622201776572,Chicle Yerbabuena Trident 8.5g,450
781,7622201776633,Chicle Sandia Trident 8.5g,450
782,7622201776602,Chicle Fresa/Frutilla Triden 8.5g,450
783,7622201776664,Chicle Menta Trident 8.5g,450
784,7622210427076,Menta Mentol y Eucalipto Halls 9unidades,400
785,78938793,Menta Cereza Halls 9unidades,400
786,78938816,Menta Extra Fuerte Halls 9unidades,400
787,7702133815782,Halls Verde  9unidades,450
788,7622201776459,Menta Limon y Miel Halls 9unidades,450
789,7790380270010,Barrita clásica Mantecol 41g,800
790,78024137,Chicle Frutilla Acida BigTime 6uni,450
791,78011748,Chicle Aqua BigTime 6uni,450
792,78005624,Chicle Menta Bigtime 6uni,450
793,78068315,Chicle Fuerte BigTime 6uni,450
794,78007505,Chicle Sandia BigTime 6uni,450
795,78068308,Chicle Refrescante BigTime 6uni,450
796,7803525999544,Bizcocho Brownie Chip NutraBien 62g,850
797,7803525000240,Bizcocho Brownie NutraBien 62g,850
798,7803525001490,Galleta Chochochip NutraBien 50g,850
799,40000514251,Barra de leche con chocolate Snicker 52.7g,1200
800,50173617,Chicle Eucalipto Orbit,900
801,50173204,Chicle Menta Orbit,900
802,7802408002678,Galleta con Crema sabor a coco Bachata Fruna 40g,350
803,7802225281614,Malvavisco ObaOba 21g,350
804,7802225584609,Barra de chocolate BonoBon 27g,350
805,7613030612339,Barra de chocolate Super8 Nestlé 29g,400
806,6971486421143,Chicle Tubo con Polvo Acido 22cm Mabu 20g,500
807,78023994,BonoBon Clasico 15g,350
808,78024106,BonoBon Blanco 15g,350
809,40000536819,Chocolate M&M 47.9g,1500
810,40000536789,Chocolate y Many M&M 49.3g,1500
811,78600010,Dulce Menta TicTac 32unidades,700
812,78600027,Dulce Naranja TicTac 32unidades,700
813,78934696,Dulce Diversion de Frutas TicTac 32unidades,700
814,7802215303401,Bizcocho con manjar Chocman 33g,250
815,7802225260657,Turron de Mani DosenUno 45g,400
816,7802408017054,Galleta Coco Chip Fruna 64g,350
817,7802408015081,Galleta Carioca Fruna 64g,350
818,7802408015241,Galleta Serranita Fruna 64g,350
819,7802800556076,Barra caramelo Flow Muibon 48g,800
820,8690997010568,Barra caramelo Snack Mabu 1uni,350
821,7802225427197,Chocolate con mani Rocklets 35g,500
822,7802225427289,Mani Tifany's 22g,350
823,7802215303289,Barra de cereal Frutas y yogurt CerealBar,250
824,7802215301452,Barra de cereal Chocolate CerealBar 21g,250
825,7802215301254,Barra de cereal Chips de Chocolate Cerealbar 21g,250
826,7802215303388,Barra de cereal Frutos rojos y Yogurt CerealBar 21g,250
827,7802225538114,Barra chocolate Nikolo 24g,500
828,7802950072679,Barra chocolate Trencito 14g,450
829,7802225427210,Chocolate Promo Rocklets 35g,500
830,7802225426381,Chocolate Chubi 22g,350
831,7613034279743,Chocolate Almendra Capri Nestlé 30g,600
832,7802950072358,Chocolate Sahnenuss 14g,400
833,7802225584081,Barra caramelo Hobby 35g,600
834,7899970401183,Barra Hershey's 25g,800
835,26,Sustancia Mini x10,1400
836,27,Sustancias x20,3900
837,763331075818,Bebiba Aloe Piña Terraloe 500ml,1800
838,763331075719,Bebida Aloe Arandano Terraloe 500ml,1800
839,763331075726,Bebida Aloe Coco Terraloe 500ml,1800
840,745853869243,"Papel higienico Economico ""Papel Industrial"" Softquality 1uni",1500
841,7891024114261,Jabon en Barra Protex Avena+Prebiotico 125g,900
842,8901030694608,Jabon Barra Radiant Glow Lux 27g,600
843,8901030694585,Jabon Barra Flaw-less Glow Lux 27g,600
844,7506306249981,Desodorante Blue Lavender Axe 150ml,2600
845,7791293043791,Desodorante Marine(fresh ocean & Lima) Axe 150ml,2600
846,7506306249998,Desodorante Green Geranium Axe 150ml,2600
847,7791293043807,Desodorante Musk(Canela & Ambar) Axe 150ml,2600
848,7791293042718,Desodorante Dark Temptation(Chocolate) Axe 150ml,2600
849,7506306249974,Desodorante Aqua Citrus Axe 150ml,2600
850,75076221,Desodorante Barra Epic Fresh Axe 45g,2600
851,75076252,Desodorante Barra Dark Temptation Axe 45g,2600
852,78413948,Cigarro Eight 20u.,2200
853,28,Cigarro Carnival 20u.,1700
854,78415690,Cigarro Gift 20u.,2200
855,29,Cigarro Carnival Double 20u.,2500
856,78412699,Cigarro Fox 20u.,1700
857,30,Cigarro Hills 20u.,1700
858,7805933000072,Carbon Premium La Loma 2.5kg,2800
859,31,Queque 1 Trozo,1000
860,7622201715236,Chocolate con Leche Milka 80g,1700
861,7899970403026,Chocolate Cookies N Creme Hershey,1900
862,7804673570180,Trapero Humedo 40x60cm  Purity eco 12unidades,1900
863,7805040005427,"Ceracrema Tierra de color 340ml ""Brillina""",1900
864,7805040005403,"Ceracrema Roja 340ml ""Brillina""",1900
865,7801622000675,Agua Mineral con Gs Eden 1L,1000
866,7891000248768,Barra Chocolate KitKat 41.5g,1000
867,7805000315177,Jabon Liquido Pepino & Aloe LeSancy 750ml,2100
868,7805000315122,Jabon Liquido Frutos Rojos & Yoghurt LeSancy 750ml,2100
869,7805000321901,Jabon Liquido Hygienic LeSancy 750ml,3000
870,3014260833176,Cepillo de Dientes Oral-b 1u.,1000
871,7801875029010,Te Ceylan Mildred Tea 125g,2600
872,7808304352053,Chocolate Rosa Valentte 50g,2000
873,7808304355115,Chocolate Corazones  Loving Delight,4200
874,7613034279309,Chocolate Frutilla Capri Nestlé 30g,600
875,7802230070227,Chocolate barra  con almendras Sahne-nuss 250g,6500
876,8699462609436,Chocolate Cono Hazelnut Cream Minico 25g,500
877,32,Sobre Azucar Flor AgroSabro 90g,600
878,7801552001803,Helado Mini Cono sabor Manjar Trendy 46g,750
879,7801365000284,Champiñones NaturesFarm 200g,1600
880,7809611714503,Jamon pierna Cerdo Ahumado LaCrianza 200g,2600
881,7804613392223,Mantequilla con Sal Kumey 125g,1600
882,7801930001425,Mantequilla de Campo Frutillar 125g,1600
883,7802920202204,Mantequilla sin Lactosa Los Alerces 125g,1690
884,7802900026622,Mantequilla con Sal Untable Soprole 200g,3200
885,7804115002620,Mantequilla con Sal Montina 100g,1300
886,7802810006837,Manteca Vegetal Astra 200g,2100
887,7802000016448,Papitas Todito 120g,1500
888,7802000015687,Cheezels sabor queso Evercrisp 100g,1500
889,33,Huevo 1unidad.,350
890,34,Bandeja de Huevo,9000
891,35,Huevo chocolate 1uni /12x$1000,100
892,8888021202359,Pila Eveready Gold AA/1x$500,2500
893,36,Pila Eveready AA,300
894,37,Pila Eveready AAA,300
895,38,Chocolate Bonbones Lexus,150
896,39,Pan 1kilo,2100
897,40,Palta 1kilo,5500
898,41,Tomate 1kilo,1300
899,42,Cebolla 1 Unidad,250
900,78012554,Alka MentaFuerte 29g,400
901,7791293049465,Desodorante Invisible Rexona 150ml,2600
902,7804923031270,Tintura Cabello Violeta(4.20) Ilicit,2400
903,7791293049489,Desodorante V8 Rexona 150ml,2600
904,4005900515933,Desodorante Fresh Ocean NiveaMen,2600
905,43,Chicle Groo 1 unidad,50
906,7441008154617,Tampones Aplicador Discreto Kotex 8u.,2990
907,7622202015212,Halls Negro Extra Fuerte - Lyptus 24.75g,450
908,7622210427137,Halls Purpura Fruit Sensations Blueberry,450
909,7622210427045,Halls Rojo Cherry 9unidades,450
910,7622210427199,Halls Multicolor Fruit Mix 9unidades,450
911,7802230070029,Chocolate de Leche Barra Trencito 150g,3500
912,7899970402586,Chocolate Barra Hershey's Air 85g,1900
913,7802200893498,Chocolate Barra Orly Sabor Trufa Ambrosoli 95g,1900
914,7802200894136,Chocolate Barra Orly Sabor Berrie Ambrosoli 95g,1900
915,7899970402807,Chocolate Barra Hershey's Branco 82g,1900
916,7802215101335,Chocolate Barra Carezza Costa 160g,3500
917,70330607880,Encendedor Bic 1800encendidas,400
918,7809604029782,Papel Higienico Scott Aromas 6rollos,1500
919,7808304354903,Juego K-Chi-Pun Fun Factory 8grs,1000
920,7808304354927,"Juego Mordida ""Wild Bite"" Fun Factory 5grs",1000
921,7808304355658,"Juego Bolita ""Funimals"" Fun Factory",1000
922,44,Cuchufli Arteanal,1000
923,7792860011212,Paleta Chupetoncito,500
924,7802225077750,Chicle acido Plutonita 22.5g,150
925,62020050526,Palitos de pan Nutella&Go 52g,2400
926,80906032,Chocolate Tronky Kinder 18g,400
927,7802500221663,Lasaña precocida Lucchetti 360g,2200
928,7790520990662,"Desinfectante aerosol fragancia bebe SCJohnson 285cc ""Lysoform""",3200
929,7790520990655,"Desinfectante aerosol Fragancia lavanda SCJohnson 285cc ""Lysoform""",3200
930,45,Maicena AgroSabor's 90g,600
931,7896004009230,Pringles Queso,1800
932,7891962064048,Pan Masa Madre Blanco Bauducco 390g,1600
933,7622202272219,Chicle Sandia Trident 8g,450
934,7622202272196,Chicle Fresa Trident 8g,450
935,7622202272172,Chicle Yerbabuena Trident 8g,450
936,7622202272943,Chicle Menta Trident 8g,450
937,46,Tomatitos 1k,1000
938,7891151039796,Caramelo Menta Freegells 27.9g,400
939,78012547,Alka Mentol 29g,400
940,78021365,Alka Menta 29g,400
941,78020153,Alka Miel 29g,400
942,78020146,Alka Cereza 29g,400
943,77989086,Alka2 Frio Manzana 28g,500
944,77967763,Alka2 Frio Naranja 28g,500
945,77967602,Alka2 Frio Cereza 28g,500
946,7802800002528,Barra chocolate Super choc Muibon 50g,400
947,8901234590140,"Incienso ""Mayan Myrrh""  15g",1000
948,7801235001878,Lomos Atun San Jose Al natural 160g,1800
949,7801235280112,Surtido de Mariscos Al Natural San Jose 190g,1800
950,8904234400037,Incienso Nag Champa 15g,1000
951,8909633955034,Incienso Sandalo 15unidades,1000
952,7802000013607,Papas Lay's Stax Original 134g,2400
953,7802820678154,"Bebida Deportiva Rojo 850ml ""Power Ade""",1100
954,7802820410204,Jugo Nectar de Naranja DelValle 400ml,1000
955,7801620114695,Bebida Express Pepsi 350ml,700
956,7801620005177,"Bebida Deportiva Naranja 1l ""Gatorade""",1800
957,7805633018957,Cotonitos FamilySet 200unidades,800
958,7802225426701,chubi 20gr,350
959,7802351121204,aceitunas huasco gon juan 200grs,2400
960,7802351421205,americana don juan 180grs,1200
961,7804602450071,pickles vari 200grs,1300
962,47,Sobre de Chuño Agrosabor's 90g,600
963,48,Caldo en Polvo Gourmet Variedas $200 / Paquete a $1000,200
964,7802810006752,Jugo Bombillin Naranja Watts 200ml,400
965,7802810006592,Jugo Bombillin Manzana Watts 200ml,400
966,49,Incienso Yatra,1000
967,7803403004025,takis fuego,1000
968,7802705401341,helado roll bresler,1350
969,7804609020581,jurel de reyes,1800
970,7801235131117,jurel san jose 425grs,2400
971,41789001918,maruchan instant,1400
972,7410031611985,champiñones rideti,1600
973,7809611702623,salchichas super cerdo sureña,1300
974,50,77932530035001,0
975,7793253003500,poett  lavanda,1900
976,7801620005160,gatorade 1000cc,1800
977,7801620005191,gatorade 750ml,1300
978,7801620011840,gatorade 500cc,1100
979,798190253701,score  gorilla,1400
980,7801620014681,Pepsi 1.5litros,2200
981,7801930000497,Medio kilo Queso Frutillar,5200
982,7801930019192,Queso Gauda Frutillar 250g,2990
983,7802225428279,Rocklet Arcor 30g,500
984,7802225430340,Mani Tifany's 20g,350
985,7800159081225,Ketchup Kraft 250,1600
986,7802200893481,Chocolate Barra Orly Sabor Naranja Ambrosoli 95g,1900
987,7802200893450,Chocolate Barra Orly Sabor Chirimoya Alegre Ambrosoli 95g,1900
988,7804658930077,Huevos de Campo,4500
989,40000001447,M&M Butter 240,1500
990,40000508830,M&M Caramel 190g,1500
991,7895144605678,Mentas Kiss 50unidades,2600
992,51,pañito bonito,1200
993,7804634400372,Queso Mantecoso Rumay 250g,1990
994,7802900001339,Queso Mantecoso Quilque Soprole 15laminas 250g,3200
995,7802215303159,Barra de cereal Golden CerealBar 21g,250
996,7802215101779,Rolls Crispy Costa 100g,1500
997,7802215101991,Rolls Nuts Costa 100g,1500
998,7802215101700,Rolls Crocante Costa 100g,1500
999,7802800575237,Jugo en Cajita Durazno Zuko 200ml,400
1000,7801915004403,Salchicha Sureña SuperCerdo 1kg 20unidades,4300
1001,7802800001866,Jugo en Polvo Naranja Platano Zuko 15g,250
1002,7802800001972,Jugo en Polvo Guayaba Zuko 15g,250
1003,7802800001873,Jugo en Polvo Mango Zuko 15g,250
1004,7802800001958,Jugo en Polvo Frutilla Zuko 15g,250
1005,7802800001897,Jugo en Polvo Melon Tuna Zuko 15g,250
1006,7802800576746,Jugo en Polvo Melon Tuna Livean 7g,250
1007,7802800576432,Jugo en Polvo Mazana Verde Livean 7g,250
1008,7750243066860,Ambientador Coco Tropical Sapolio 360ml,1900
1009,7805040004499,Aromatizante Chirimoya Alegre Arom 225g,1900
1010,7793253004231,Aromatizante Frescura Lavanda poett 360ml,2400
1011,7790520028792,"Aromatizante aerosol Flores tropicales y coco SCJohnson 327g ""Glade""",2400
1012,7790520028822,"Aromatizante aerosol Caricias de Algodon SCJohnson 327g ""Glade""",2400
1013,7790520028785,"Aromatizante aerosol Placer Floral y Frutos Rojos SCJohnson 327g ""Glade""",2400
1014,7805040000606,Aromatizante Frescura Citrica Arom 225g,1900
1015,7805040000552,Aromatizante Frutilla Crema Arom 225g,1900
1016,7805040000613,Aromatizante Lluvia de Flores Arom 225g,1900
1017,7805040000620,Aromatizante Vainilla en Flor Arom 225g,1900
1018,7802215104855,Chocolate Costa Rama 115g,2800
1019,7802215104848,Chocolate Almendra Vizzio 120g,2800
1020,7751851013260,Ambientador Vainilla Frescura Sapolio 360ml,1900
1021,7751851006002,Ambientador Jardin De Rosas Sapolio 360ml,1900
1022,7793253004323,Aromatizante Espiritu Play poett 360ml,2400
1023,7793253004248,Aromatizante Flores de Primavera poett 360ml,2400
1024,7801875061010,Te Hierbas Surtidas Supremo 20 bolsitas,1800
1025,7801875032010,Te la Rendidora Supremo 20 bolsitas,850
1026,7801875047113,Te Ceylan Premium Supremo 20 bolsitas,1800
1027,7805040001016,Desinfectante 99.9% Igenix,2600
1028,7802420125492,Mani Japones MarcoPolo 100g,1200
1029,7802420125430,Mani con Pasas MarcoPolo 100g,1800
1030,7802420009525,Mani sin Sal MarcoPolo 150g,1200
1031,7802000013737,Ramitas Evercrisp 48g,800
1032,7802000015748,Doritos 100g,1500
1033,7802000015779,Cheetos Evercrisp 110g,1500
